BUZJar7jwCx;1
BUZKqgDDJzg;2
BUZLXx2jO-3;2
BHNK99kjVjb;4
BHNKdE9DBdn;4
BHNKEIljwHI;2
BHNKs-BjwVp;2
BSx2lgVFydA;1
BBLA8VARSW4;0
BLOC72PAmTc;2
BBkEgb-whAj;0
BRDyWVEj-Cc;3
BE1U_NbING5;2
BHulY7ZhZLZ;1
BHV7ddIjS1e;3
BJWv0NdD09K;3
BJWxI9EDtCu;3
BJWzJcxj5xP;3
09cpu1R4vS;4
14njVnR4vJ;4
1C57O3x4uB;3
80O7I6E77e;3
83GRiAE7_G;1
93OEayk7zH;4
BA3GGrqE73c;0
BA6vxk7E71e;2
BFbDGqqk7wP;2
BFqRM9-E79o;1
BH9F5CNDTMG;0
BJNOKQEAlZD;1
BL5jpJHAlI9;1
BLYV2LjgrvM;4
BMnGmw4AFmT;0
BMqXqZMAkyY;0
BN56BZggVNh;1
BO7AP00gbU3;4
BOg76DcgqE-;1
-X-bo0pMXL;2
BA3g4VHJMdi;1
BEdiA4QpMcg;2
BIg75k6BtPp;2
BIr_xv3h7AO;3
BJ4-bvUhYGm;2
BJPp60gBtCK;3
BJU12EbBzLH;4
BKatm2WBh0s;3
BKUoDhqh6Vx;2
BKx75czh8O7;0
BL2L7UZBnxZ;0
BLnNlguhjTQ;4
BMLbluLB6mX;2
BMlROlqhWyV;4
BNzCOOKhS-4;4
BO12xZoBkW4;3
BOhiX6kBWwl;2
BPygi74BFLx;3
BQa22FfhueV;0
BQu5Uk4gauX;3
BRVnalFA1Qc;2
BSsI0L6ghQf;0
BSXe-RyAQhq;1
BUt3oUSgIwX;1
BUyBzQugBxK;2
_-VHz0JMfb;4
BOcZBmqAeLG;1
BOcZiRtAuFi;4
BOLaWkuA3wx;2
BOoCrvzgn9K;4
BO_bOYsAbiL;4
BPByMGug4fc;0
BPJaxfkAhiC;4
BPY3qFYAYm6;0
BPzDgsxA1kc;1
BP_dgRrgXvQ;2
BQ94iPTgwG4;3
BQna1ingA-S;1
BQ_uDrnAr04;0
BRH1fN7gsUp;3
BRKYakMAEYt;4
BRQcBEvgqZb;4
BSxW3pRAr0-;1
BS_GNhfgzhL;2
BS_nwKMAWti;1
BTae0COgA6W;2
BTByqSnALBe;1
BTg3vc-gjb_;3
BTIiNfrAF0k;0
BTIiZv7ANUD;3
BTNguW3gERS;3
BTsXd0oAbqQ;2
BTWG34Gg90c;2
BTWMqX1gDUg;1
BTYiEbyAdb-;0
BUFtInGglZX;1
BUHNvD9Afvt;3
BUM4PyjAnkc;1
5WpQ2JIb-T;0
BAjOMxXob6d;3
BGWqSpXIb8Q;2
BIfRI7mgLzd;0
BJ-VQivAv0o;0
BJ2iz6dA1TX;1
BJK3Ge7gG0h;3
BJSkcMOAHu4;4
BKpvJtcgHJ6;1
BL07CBBh1mb;3
BLgDPQGBrYd;3
BLi6iAfBvIn;2
BLOMyxZBeyv;0
BLtChb5BqQE;0
BL_OkcDhqUM;4
BMloR9hBhgy;2
BNjejGaBG1h;0
BNrUkLyhCOz;1
BOsIwzAB63Q;2
BQiOGLPjXEW;2
BQXqgJXjzOb;4
BUrLiXcB0Cx;0
BIHk9UQg_W3;0
BK8jdsrBUcM;3
BNRdfnEB3G7;2
BNZF0hhhvWM;4
BSDS_pZhF2u;3
BSTobxGBzlV;3
BUd0gGNBz3u;2
BBt9cGkBZw5;4
BCxVO97BZzg;0
BDqD2zzhZzY;0
BDuf82ahZ3_;3
BDx0cjaBZ4_;0
BE3djD5hZ-z;3
BE3L1rOhZwW;3
BFEQ87EBZzx;3
BJ2J7CxDbYm;2
BJz9ViyDYJh;4
BL3E8XKj17q;0
BLVgFE0jO4N;1
BMItpkQDZ2n;0
BRewZDjAcfV;4
BRUkeWugsBh;4
BS2j0eIgMIr;3
BSAp8m-Ajo-;0
BTduHItgFdb;2
BTdvDMuA8Gy;3
BTvM3e-g9CJ;3
BU012nCgTDr;2
BU1DCZ1AQD-;1
BU5fMtUA04_;3
BU5Gk4jA6r3;0
BUHcVi3AJQn;0
BUnZ_B_A4Pr;3
BUp9yb-gOPy;1
BUqrpkEgW_v;2
BLOQNLAgIgJ;1
BLyEhm4A0Yf;2
BMiimPOD9aD;3
BML2yjVgj8h;1
BO7ja3iAiEt;2
BOSQr-2ABjw;3
BQiUxwmjSS2;1
BQxeeY4Dafa;4
BR-lvJaDh4s;3
BRx5cqhj1kY;1
BRzdlj5jlcm;0
BSoDfySjL0Z;1
BSS1_JWDocd;0
BT3wjxGDbdm;1
BTB7MhcjYSu;4
BUbrpJRjYMD;1
BUtuh_1DcOj;3
BUUAxU2jNZ8;1
BUWChQHjdPX;2
BUY9uUAjH2r;1
BA4QaBpRFkY;0
BCUz2WNRFmx;0
BGwMWXuxFh4;0
BIXXahIhmtE;3
BJ7vFhPB57V;2
BKp-536BCnR;4
BL51xFtAq5k;1
BLYXYKUAjhl;2
BMoNfXWg2fk;0
BMszjQRgrby;3
BO9_wwUjmob;4
BOMlmX5Anfz;4
BOWsSgTAoxU;3
BQ0FVOsBH1C;1
BUTi59nBGZK;4
BGPG7bvtvip;1
BKQdPNGAt1z;1
BLD9ibpg3m2;4
BLlb64kAeTR;3
BOeGAjegTsr;4
BOhHUy7gk8b;2
BOpJGiOgTQ9;2
BOrHT2Gg4bs;1
BOZ3OBSgMsd;0
BOZQEh4g_r-;0
BO_KuAUAH2w;1
BR1nQs9FM4L;0
BRYVA-ulh2l;0
BSpOGmBF0Il;1
50T70MA6Qa;2
50UGSMg6Q7;3
50UWCDg6Rc;4
5kaRyeA6UL;3
5kW-Dpg6cH;1
5uFjENA6Sz;4
BCKyU9oA6VF;2
BFpfHOMg6dR;0
BFpfVqsg6d3;1
BFqNRu_A6R5;4
BFr5hbxA6Zp;3
BFsHM7ng6YU;0
BFsN7iEg6X1;1
BFsPTb_g6ag;3
BG-K4IvA6QW;0
BG-XBGpA6br;0
BGhE2POg6Zx;3
BGhOoQFA6VW;2
BGO91cgA6X9;1
BGOhPlQg6Yk;1
BGOWxA6A6XJ;1
BGQEqpOg6Wn;3
BH-z4_yDSq6;0
BH1yODYDGyW;0
BH1Z6zpD4XI;1
BH2AjHPDD-g;1
BH66Lw-jdRt;2
BHk34dwDINr;4
BHmtgxrDqKh;1
BHpITNMDRG3;0
BHqOeBQDMnI;0
BHUXnB0DK8k;4
BHUYASajg2z;4
BHUYs7wDmYW;0
BHW8_yNjrqc;3
BHwHD1LDfQh;2
BHx8057D9m9;4
BHYDdkrDpjN;1
BHyikavDjJ7;2
BHzjpJaD36e;4
BHzL1cEDtRr;0
BJFosC9jdBt;4
BJmGWtijOY-;3
BJQOTOjDo9k;1
BMONqoUgNxm;4
BJClj7gjuo2;3
BMjH9wNAIww;3
BMoOkEJg_-U;2
BPmn6OLlyO5;1
BPUvumbF25m;1
BTuLkWBhVsy;4
BUcODIxh49A;2
BUOs1PPh0O7;3
BUZ1ADeBT0W;4
BN3IthmDSls;2
BN718OXDZia;0
BNaSHhpjIkZ;0
BNaSt-RjfFZ;4
BNMH5ZCD3Y_;3
BNMI-xEj7M0;2
BNMI4-UDZS2;4
BNMIwYgDZhp;0
BNmPDT8jGGe;3
BNmTWFAjESY;0
BNOS6-ajbZy;2
BNOSnj7jyYr;0
BNOSSqaDdRK;3
BNOSuGHjE1k;2
BNOSZLNDe38;4
BNOTIKmDZlL;1
BNOTT1Kj1-o;4
BNOVogED_Wa;0
BNOWsg_Dg98;4
BNt7sjuDPEj;1
BNt9iPtDSdw;4
BNvDMK9j-W8;1
BNVKK0wj3CS;3
BNW0fyoj9NT;1
BNW0Yx3DIfT;2
BNW7135Ddob;4
BNW_MuoDto8;2
BNxdlSXjFC7;1
BN_383ajJRr;2
BN_4bacDorn;0
BN_4HFfD5L5;1
BN_4lfcj8-N;3
BN_4QQ9jRRf;2
BOS0j37jmKD;0
BPq6038jpMN;4
BPYuhUZDa6m;0
BR3Nz7ahy7H;4
BR4JjSnhGU7;1
BR7A_1BhPKy;2
BR8qmgHh3QA;4
BRhAPpxBhcm;2
BRqrY6vhpSO;3
BRr2hZHBJMW;2
BRr2u-Wh3ay;2
BRZX1yZhEjc;2
BS8FvVxlRH-;4
BSA-iA4hkQR;0
BSA-rbmBTU2;0
BSA-TycBWT9;1
BSaq1Nbhb36;1
BSarC3NBDmO;1
BSarEv_h7lC;1
BSCepBFhbfW;2
BSHzt_WB1RW;4
BSKuyR1BXHl;1
BSWmaGmhISa;3
BSWmp_9BONU;0
BTCF2dXl6Gb;3
BTobDoqFLHR;3
BTu09CqFwTD;0
BUGf3Xdl35-;0
BMpgY8Hjnpz;1
BEANmH-CQFR;4
BFGHOFyCQHF;4
BIpmyvvB-hI;1
BNEb9MihQFJ;3
BODuRcBhPnq;3
BOTh5Ohhbd6;1
BOZurwJBFoE;4
BPpcs4-BSui;3
BRgGvUXguRl;3
66-I5PusN8;3
8PZMTqusOB;3
BBMaCZmOsC5;1
BFnBG_DusNs;0
BGRKyzTOsBN;4
BH6L3qMhGPs;0
BIec6ZzBmBZ;0
BIG2MZogoaj;0
BJ7xtroh8o3;2
BKdFDWPBhSt;3
BMu_uVEhNTh;2
BNTC2Anh-pM;0
BSavjGSBhSe;3
BSGGbqOhISK;3
BTLvjYth-pQ;0
BUZISjLBD5x;1
BUZSffyBvWx;2
88GDZwEeWL;3
8xg_33Eefu;0
BB2mKr9kefF;3
BBTs_jzEeQP;2
BCSCM1rkeQX;3
BHH2CQQDUA1;4
BKgB4zXDH5D;2
BKmFykeDtdp;4
BMnak7cDa0O;3
BMyxVbOjnZw;2
BONxR8KjIL-;0
BQT7isSjIs8;4
BRx_x0_ljRl;4
BSGgWO_gHJp;3
BUa4_seFzJS;4
BUb8THGFd9x;0
BUbv4GCFY_4;4
BUmWOfUFU-M;4
BUooomGFtN0;0
BUOPbdiFrVF;3
BUOPibXFW7o;4
BUOPkeHF4AL;4
BUQ3d2plmFP;4
BUQ3hnNFnI0;1
BUQ3nzxl9yi;3
BUz3uJPFzoV;1
BRo_gGoBmCq;0
BRu4vaDhuGN;3
BSesjkWBkS1;1
BSj60SohRN3;3
BSLvjrmhO_u;2
BSYqJ-5BuU0;3
BS5rUh-Aqel;1
BTujTXDgV1i;2
BUsj5h2giFQ;0
BCuui8pokoi;0
BHttgm7gbdC;2
BNrOZawlTjJ;1
BOumqrEFvRy;4
BPO7IPIF5CC;1
BTJe5yXFXMI;4
BUMa848llx7;3
BUMc-y1FJ0d;4
BUweqpuFuq7;3
BUY4-Jhld_j;4
BUY7aF8FuZW;1
BJ7i46DhsOu;0
BKuLmeiBt5Q;0
BLmq_walJ8N;4
BLXp0Qrltbh;0
BMm4fo8FBrq;0
BNb7HjklNpd;4
BNRVNsXlVVW;0
BNRWck7FxAx;3
BOhk92Vlmzs;4
BOhlQOgF1yJ;1
BOuEAMOFDr2;0
BQHt_HVlOOO;0
BQZoz9AFmu-;3
BRC2N0xl1gG;2
BS7kU9BFomE;0
BS7kWq8l2Zn;3
BTld9qjl_8I;0
BTtkRY0lmri;4
BTyNQ1lF1Rp;0
BU51pXOFVCi;0
BUzKPCGljDz;2
-WU_QvEyuU;1
-Xb0xPEytP;4
-YskOqkyuF;2
0hAfjxEylo;3
0haTKFEynZ;0
1ig0fukyqW;1
3qS3cvkynB;4
72Wxwekysm;3
7H9KU6Eyi1;0
8RYNefEyhb;3
8ZHQCrkyhA;0
9ww_vuEymF;4
BAAHwirEymM;2
BABNve7kykr;1
BCiAErYkyoq;1
BCiCqkGkyt8;3
BCVLnbGkym0;2
BGhQvkPEyq8;1
BHf_bRkB0a7;0
BIDDRjJhaCy;1
BJApH4OBMh0;1
BJAq3Ckha0O;0
BJxg2sdhPuN;2
BK5nt1sBUrd;0
BK8DGU1Bte1;3
BKu5l1mhseP;0
BLa06UaBFud;0
BLBN1LnhNod;4
BLknKZ3B8Mr;2
BLkoFSTh4zi;3
BLkRlGSh-EF;4
BLkSX2ZB3dd;2
BLyfS9kh0Fr;0
BNhVwzhBODG;0
BNi0G43B4O4;1
BOQ63wMhlWk;1
BOzb-9ShU0P;1
BP9tD7UBTlo;3
BPi5vCQhhrR;3
BPi5wnChGAw;2
BPzB28GBzna;1
BPzB4qShUWb;2
BQqFsEmg_eA;4
BQqQb1wA9OR;2
BQYHn4Ohy5R;2
BS9wD7hgS1H;2
BS9xUfzAa4E;1
BT1aK02go9U;1
v-r9NFEyg7;2
wAUWjOkyjB;0
wDyzlBkylv;0
wESfzNkyuB;1
wseNLmkyjl;3
x-3tzykygd;2
x_AE1Tkyth;4
y9dAnAEyvy;1
yDYJt4Eyoy;3
yE999TkyrN;3
yRycbTkylk;4
yUGOgGkynH;3
BJH_i-6jwGo;4
BJUIZDIjsWw;0
BK5mVHBD_x5;4
BO_pKISASeu;0
BPe9es3jQFx;1
BPwcU5rDasj;3
BR9Yrf8DrUG;0
BSc98GRlgNE;0
BSi0rXDlIg_;3
BTdr9FzlDTz;3
BTU50iAlFJJ;0
BTyrkUhlY_c;2
BUltSAGFWNc;4
BTjPtudgdxz;1
BTwBOfCAScf;0
BTy6A--AtjM;0
BUPVeBqgfBV;1
BURKQ20gLZ3;1
BUTaEB1AP_1;0
BUTYlzug3tV;0
BUTY_GmArdP;0
BUTZMGUgcvt;1
BUv-xeVAP-F;4
BUZd2GKAjc2;2
BSeDki0AUKk;4
BSX5rHkAu_4;0
BS_lP-PgBUF;4
BS_lYKOg9vO;0
BTHRg1Ig64L;4
BTPDBa6AvPo;0
BTrcgV-gAl1;3
BTRcyYTAzzE;1
BTUF3eZA_MR;1
BTUGCJwgZQT;1
BUhvbFTALBN;1
BUYZdNGgKAr;2
BEAnWZyR_Ig;2
BH-zs1PDPUM;0
BIcQMtrDJT5;4
BImoew9jyfT;3
BIOdmnKDDQY;0
BIOhCyiDop-;4
BIOhmtYDxXc;2
BIOj86dDR69;3
BIOkgivDTr5;0
BIPxzdbj9Di;1
BIuOkVGDoQj;1
BIusHggDm1j;4
BIWhjf5j6je;1
BJ4GyxYjGFM;2
BJINQXhDXBr;4
BJK8UuoDoMd;1
BJPxbE2jYR1;1
BJux3WnjEMb;0
BKQQKxvDWTY;4
BKRpkFPjRmx;1
BKSH-BRjkYL;1
BLDPlzADV23;4
BLDRFNqD4ei;0
BM3vvDiDPFZ;0
BMd2PtuD_5C;3
BMdLv1RjWOk;3
BMq4mvfDmEx;4
BObs0ZeDgf6;2
BOwGQdjDWVr;2
BP1l9gXDGYs;0
BQ7WyqrhXQk;0
BT09w3vBZ5s;0
BUlIcKiBrRh;2
BUmGd6pB7HP;2
BUwcG-UB9ov;3
78D4oPII_4;0
80Yj16oI5P;1
8xvyF-oI8A;3
BEheZu4LPBk;2
BH5mczMhERj;0
BJKzunuBFSU;2
BJskpOVBW-x;3
BKNKNn_BjB9;2
BM8r1NNlkBi;3
BNWYN0mlwlJ;0
BOWxIJTFD-Y;0
BQnQm8FB3m1;4
BH0kf6pAYad;4
BH6KpbKAY0X;4
BH8QGLFA5l4;0
BHWYWn1gerC;3
BIdmXuGgC8b;0
BIKD1quAZVv;0
BIR0A4jgktS;1
BJ7UKhbAjNW;2
BKkzlPogO19;3
BLlhjsGgyFd;0
BN8RyGYg_3O;4
BNozuU1jSQB;4
BNqv9kyjYjs;3
BNtu0YlDC5I;1
BNXJjBPAJ-j;2
BNY3xNlg8Ne;2
BOcEZrdg0tK;1
BOEZwtPgKBq;3
BOhJikgg3zj;1
BOJNNvugLeQ;4
BOR7ecVgCba;4
BUjwlGrlck6;3
BI12_L3jKms;4
BIM4ODADpdC;3
BJ-h04ej-kg;1
BJ359Jqjkze;1
BJ4N0l7DZoQ;1
BJABuXJjXDK;4
BJkGCOxj4rm;2
BJSRbMajGM9;0
BJW8hTCjcdQ;3
BJW9D_DjCvn;0
BKcYHqVjyse;3
BKDsnhZjEu3;4
BKDw_6fjzO7;4
BKiIV92Dmlx;0
BKN51ryDRsN;1
BKP44C7Dnfd;0
BKP771FDhje;4
BKYO5W3j5a0;4
BL-t1BXh6TL;1
BLSV1WEBNqj;4
BLSX474hZq-;4
BMchO-7B1vf;1
BMG9hoSh7uQ;0
BMoa4fFhukv;3
BMobCUah4Co;1
BN0SzTlB9XH;1
BNgix4jBAme;2
BNrSUZBhqyx;0
BNs4rvAhMvZ;1
BNwkwKrhWAW;0
BNx1fUYh59Y;2
BN_tBGwBT5M;0
BOFClO4BSjZ;0
BOI5BBIhhuk;3
BON_AjCBLb_;0
BOpZbacBwk0;0
BOrcKv0haU_;1
BORkXmGB--r;1
BOUptVmBlDC;0
BOvhUjyBpWC;4
BOwDuIuhoHi;3
BOZCm8ZBq_2;1
BPaKOu0hBZm;1
BPFBuqOh3Wn;3
BPfLJwKBU1I;0
BPga80_Bu7S;4
BPkYO04hDe3;4
BQhF2M8B8Tq;1
BSbLNeyBdRO;2
BSkMeYYhniC;1
BSlfV9VhTkq;1
BSstTkNBc15;1
BSTDZVEhFN9;1
BT6IJDVhjTM;3
BTD4pNZBLWB;1
BTJdmFUhpap;0
BTtBEEdhaml;2
BU1E5iZh7aL;1
BUn5shshEQR;2
BUV0Im9B9HE;2
BPCpCR4h8p5;0
BQ9NU3QBFf3;0
BR-wo83hWnI;3
BRh03xyBvlm;1
BRI2FINhZzw;4
BSQvuUvhkhp;4
0ukuCclYj1;3
0uUlDNlYkk;4
1XoixbFYl4;3
3_NlinFYu0;4
4b1sfTlYhe;4
5hEseTFYiO;0
5RtGA8lYgb;0
686ITMFYjx;4
6eSiHtlYq2;4
6_VHz9lYlI;4
7IQz-xFYqJ;0
7zIAsEFYjd;2
BBPZiLpFYvG;0
BF8qYuqFYt8;3
BG6lLVuFYmm;1
BHmYBaSBa0x;1
BIKRSjvBjs2;2
BIpJAkFBdRr;3
BJsXetohEOm;3
BNk9gWTBtAo;4
BOruhvhjU11;3
BP93i99D67e;0
BPhT6DqjUNs;2
BPxIQEejX02;0
BQ0EJWAg5mc;0
BQ7_sfwAKGU;1
BRPhIgtAYkI;4
BRVLUfUAql-;3
BT6KmeSAJEk;1
BUeYEbrgwwr;2
BUgBYzlAD8A;2
BUje1IQg8G7;0
_tujDYmnTJ;2
6Ch1MWmSDG;3
87AdxwmSNg;3
BAoCn69mSOm;3
BHor0RJhYSz;0
BIr3_u4huRd;3
BIUtENgBcWv;2
BJEwYd8hhR4;0
BJXRKqyhTez;1
BNHQo_XA-fD;1
BNNj2QjjMzw;3
BPgzcFMADKT;3
BQc1W8MgoWc;1
BRqOAtulyqR;3
BRX0V8FDKEM;4
_8PY7RmSIE;3
BHs2P2Jh0QO;3
BI9xGmchRVZ;1
BI9y7bphOoE;1
BOXLYPlBb3b;1
3zuYNigfCP;2
BGE0AnngfDF;3
BGE1ZaagfG-;3
BGgPGsgAfD1;3
BGwlpmfgfNC;2
BOcckC9DXIA;4
BOPUBVsDfbe;2
BOUJPY1jxOw;4
BT8-rXYFhTW;3
BUjX0qxlVuI;2
BUjYrBDlASP;3
z__LijgfCk;2
7hmFkSjQ6c;3
BJ7AH1Cgp5E;1
BJIR1dEgr7r;4
BKPStNNAZ0O;2
BLDe-2vguo5;3
BM6YFeMAbIp;2
BM6YohCgxmS;0
BMbs-HUgc5B;4
BMJMKVJgdEx;3
BP7KQfggxYQ;4
BPe9azpAQQQ;0
BPsHH3iA3HA;4
BPxPC2YgvHw;4
BTp_DM1jCY9;3
9ropITuf8y;2
-1M8NWBekt;4
BEh8iM4BesT;2
BGJdBPSBejd;3
BH7LIreDkW1;1
BH8s3NiDf4g;0
BM6TnBFjxs4;0
BMb1-HnjbM8;1
BMY19qPDg7C;3
BN0bTDzDLrj;4
BNTOuLxDAIw;3
BOrIbBbj6n4;3
BPhqL6YDYOq;3
BTLwTy_DEMC;4
BQgH4dAAFE3;0
BQgH6s6A45V;2
BQhybGDB5ti;1
BQhyJ2uB7sm;0
BRPN6NmBXbj;1
BRPOxIbB0ni;1
BTGyTN4BdPI;3
BTIqDkDhler;4
BUie2o3hURX;4
BUifAcHhn7Y;2
BUifJfnhpWX;2
19_lc-KK8A;0
1H2PgQqK7U;2
1ksNykKKyu;3
1uE0AFqKx-;3
2zS8TGqK1t;0
3iSRomKK6e;0
3RRn8hKK52;2
4g_tlSqKxD;0
4k7CRiqK16;2
4k8uEwqK4g;4
507vV0qKyS;2
6mQkBLKKzE;1
7WOxwSqK87;1
BAE4vjbqKxT;4
BBvqT14KK9g;1
BDiktgyqK5_;3
BDp6Y7_KK4j;4
BEghEvJKKx-;0
BE_gyYxqK7s;4
BFMMHuvKKwl;2
BGF9WNpKK4n;0
BGh-Gd6qK0R;0
BGK4jufKKw2;0
BGw5lrUKK51;0
BHFIRbpATTg;1
BHn1oxEAgka;1
BHtME93AtyU;2
BInAzkOgQt1;4
BJdHDREAE8p;4
BJEhykUABvv;1
BJNmlx8go8-;4
BJqBIPiA5hz;0
BJuq8Dwg3p8;1
BK43ToLA4g8;3
BKyB7-2gwlv;1
BMn6xQxAASZ;3
BNhAZrigSXN;4
BNtrlVNgWFz;4
BNyJLf5gSdr;2
BNYxpeBAlcU;4
BNYxR9lgbDx;0
BOo1qEAgHm-;1
BOrWCCagmaD;2
BPP2d4AAagI;2
BPPy_FEAKRE;3
BRf4rcIDwr6;3
lJDCNqKKxG;2
p55rygKKzf;3
p59L4yqK2d;4
pBlkJ2qK2u;2
pFZOWwKKyu;2
pktPFMKK40;0
pny8mzqK6K;0
qF5DpLKKxM;3
r582AxqKy2;0
sLdTrwqK-F;3
t4oBWiKK8v;1
t4v6qVKKya;4
x-4rXyKK2K;3
x9XiG5KK4o;4
xCBDVaKK-7;3
xJL9K7KK9T;2
xOWAoJKK2A;0
xqDlUsqK4H;0
y9XAPtqKw_;4
yicn1MKK6I;4
yMUXYFKK91;3
yvaxDLqK2I;4
zClgRIqK3L;3
zW_Kp_KK9Y;4
z_uvSeqKxa;0
30HwwSRUdz;0
321xdnxUbM;0
33EdOExUdN;4
33JCQXRUTB;0
3iJtzgRUby;1
3iPF8rRUTT;3
3iSn0pRUXi;2
3iTJ8QRUYS;1
3kl5_nxUc-;3
3kmklERUd_;4
3kosL_xURR;3
3lHdECxUc-;1
3lHkYQRUdD;1
3nIaAdxUeP;2
3nIS20xUeE;0
3nVdatxUVK;1
3oV_RjxUQE;2
3q3M2ERUUh;2
3sFAL7RUfN;0
3sFWYYxUf9;2
3x4xF0RUXa;2
4Ip2hMRUWS;4
4IpmbORUV6;3
4NtdQOxUUe;2
4rIhjeRUWl;0
4rIlCERUWr;2
4S0SWUxUR9;1
4shfAmxUYI;1
4tnUMIxUa-;3
4VKeVlRUf7;0
4v_r7VxUaa;1
4xlupwxURF;0
BSU2eZ6FGtq;0
BSWOQZHlQ_Z;3
BUeXHxNFOpz;0
BOGdeNrAS90;0
24nU3RGSKZ;1
BEdILxsGSOM;3
BGEhMz7GSFi;1
BGeicWTmSFa;3
BGEko_XGSN7;2
BHESCdZhKxO;0
BHpa2-tBAwt;3
BIxTGqghe14;4
BKH_wrGBTws;3
BKk0oVQBreY;1
BKkzOPAB0-r;0
BKSzR0IhqtZ;3
BLQdFGKhKyI;2
BMdZ56ohVZq;0
BMjVjPABH28;2
BMlof3Bh16j;3
BMqEpTMhdf0;1
BMqwPDhBQjr;2
BNUEK0mBN8h;0
BOhgPjvhgTK;1
BOkEqJHhkKw;2
BOR1HJshyBv;3
BOrC6ziBYfo;2
BOTRKD6hhOB;0
BOYgHMSBSke;2
BPRBroXBRBw;1
BPRHBXUhQoM;4
BPRw6QuBoG9;4
BPShvlmh0Sm;2
BPuEQSMhTj6;3
BQ-TKhuA4B7;2
BQAbSt2hwwy;0
BQAB_qmhj6j;3
BQC0WqqhVVr;0
BQFgFWPABGI;3
BQkjg55hfyy;0
BRGDiDBgWio;3
BRGDpfbA6XT;3
BRPUi9LgRq1;1
BSBZlWdAuJu;4
BSGdiCngk9r;3
BSiY7URAuUT;1
BT01XKVA_0W;2
BTGevRIgnmy;0
BTQ24Ljgym8;4
BTYiRDqgM0-;4
BU1R2J2FJdO;3
BUg22K5gjJx;3
BUg8wCvAFBM;4
BUTkXTFASKx;1
BUyV8SWgrR7;1
_Jx5EEGSOP;1
15BFhhOLoE;1
30SSXlOLkV;4
BAmc09ROLj9;1
BGEqGxkuLhk;3
BGx-OH0uLk1;1
BKurXAHDs3c;4
BMAvrWsDYpL;0
BOPe-1yDvUl;4
BQvB0XZAeLu;4
BRNnd-ngN2E;2
BRPharMgbNr;0
BT52EOKlMmB;2
BT6kMEOlb54;4
BTJFglul_fo;3
BUeh1solrTR;4
BUjvQgFlXoH;0
BGJA0oDOj_T;2
BKky1oWAoKv;1
BGHLT3cDFwh;0
