9xr2ELHuTI,"Habis ngetrail foto2 seru bgt deh"
9yM9iUHuXU,"Lagi galau mikirin seseorang"
BAF7oeHHuYO,"Gawe pcr tersayang ku"
BAKLvPxnuV4,"Buat spa ya?"
BAKMeYlnuW-,Asek
BA_gR0CnuWP,"Nyoh @afen005 "
BBjzFmdHuRp,"Lucu gk regk?"
BCcPlkEHuTE,"Di buat asyik ajj"
BDAHPpCHuYk,"Tetap senyum walau hati terluka"
BDDC4gWHubk,"Tetap senyum"
_Tc5tNHuQ9,"Kakak teralay"
_Tis6mHuXo,"Serizawa paling oke"
_WLa3YnudB,"Adek kaffa"
_WLznhHudV,"Buat seseorang"
__eSIcnueP,Asek
BJSeIcqA9Fl,Gfriend
BPyjJYZATb5,"Lebih baik meninggalkan orang yg gak bnr""synk dr pada berpura""Sayang hanya untuk menjalin hubungan "
BR-fWJOgZvK,"Ini Gua dengan sejuta kekurangan gua?? trus lo bilang gua sempurna??Gak tuh gue gak sempurna masih banyak kekurangan gue?? kalo mau Ngefitnah gua yg macam"" mending lo ngaca dulu deh sana?
•
•
•
#kawan"
BRR_LOkgoJV,"Krna orang"" yg perduli ama Lo gak bakalan ninggalin Lo disaat Lo sedang m'butuhkan"
BSetyctAgx7,"Terkadang ada teman yg minta bantuan saat dia butuh doang?? udah zaman sekarang teman begitu?
•
•
•
#fuck#teman"
BMytg7egImw,"Swon perjuangane "
9jCS3eAGkc,"Happy birthday Ayah, tetep jadi Ayah yg terbaik"
BAuWNC5AGgL,"Mountain Welirang"
BIpSiD-AjqT,Wilis
BISFJorgl3r,"Puncak G.Wilis 2556 mdpl"
BL_IAGmjmlC,"Gayamu yik
: @_maryamalkahfi"
BSq0EbSDOuy,Yeah
BTNJa_cDVzC,"Terkadang, kesulitan harus kamu rasakan terlebih dulu sebelum kebahagiaan yang sempurna datang kepadamu
 : @sarasfaln"
BNRQpGCgu3t,"Go follow: @arimbi_dw
New,gek sitik pengikut e"
BNRQYrkgsEO,"Go follow : @arimbi_dw 
New,cek sitik pengikut e"
BO16EdIgnGK,Hahaha
BOeOLQXA_tV,Kebersamaan
BQnS0e1B47J,"Dewe wis seneng opo meneh nk ono koe.."
BQnSOdbhcEw,"Dolan bareng"
BSdh0BohE5e,"Ppl favorit"
BTbgfSBBbxB,"Lamborghini Huracan"
BTQotA0BsAk,"Teko woco"
BU1RWv2BMyy,Ngabuburit
BU1yUsjBqqm,..........
BUhX9ffhb82,"Mung konco"
BUonqUwhQ94,Kebanggan
690xvFNns-,"Sama dia lgi"
96EryqNnmf,Luvvv
BCCt6jHNnv6,"No caption"
BIsKFg6gZxJ,"Smafav bareng"
BKPtvlogKwK,""" Be with them during this time is a most beautiful gift because with them I have carved a beautiful impression ""
9E
Sukses bareng ya rek"
BTqSOgxjI5W,Gangup
BUTrbEKjPJy,"Jangan memperjuangkan sesuatu yg sudah tidak baru-zdn #pkenbekasku"
BUTrGOhDOHI,"#ineedsoto #ineedbakso"
BUZJar7jwCx,"Kau layaknya petunjuk, ketika hati kehilangan arah"
BUZKqgDDJzg,Syimphanze
BUZLXx2jO-3,"Stay peace"
BHNK99kjVjb,"Ronaldo berkata ""meskipun aku non muslim,tetapi aku sudah bisa berwudhu dan bisa membaca surat AL fatihah"" ujar dia."
BHNKdE9DBdn,"Bersyukurlah atas semua Nikmat yang ada, selagi kau masih ada di dunia "
BHNKEIljwHI,"Marhaban ya ramadhan, selamat menunaikan ibadah puasa bagi muslim sedunia"
BHNKs-BjwVp,"Jangan lupa saksikan euro 2016 ?"
BSx2lgVFydA,"Pemandangannya buat aku,  bunganya buat kamu.
•
•
•
•"
BBLA8VARSW4,Monggo
BLOC72PAmTc,Iseng...
BBkEgb-whAj,"Terik matahari"
BRDyWVEj-Cc,"malaikat vs setan"
BE1U_NbING5,"Berkumpul & lomba robotika di UMM Malang jawa timur"
BHulY7ZhZLZ,#surabayacarnivalpark
BHV7ddIjS1e,"Wonogiri,sembukan,sidoharjo"
BJWv0NdD09K,"Piala Nasional bulutangkis Indonesia open Djarum sport"
BJWxI9EDtCu,"Alhamdulillah naik podium juara 1 Nasional"
BJWzJcxj5xP,"Pelabuhan Tanjung Priok "
09cpu1R4vS,#linecamera
14njVnR4vJ,"Lucu nggak"
1C57O3x4uB,#linecamera
80O7I6E77e,"Sukses bareng yo lur"
83GRiAE7_G,"Delok opo lur"
93OEayk7zH,"Sukses bareng yo rek"
BA3GGrqE73c,"Bagaiku tak akan bisa kudupatkan selain dengan semua."
BA6vxk7E71e,"Berbahagia dengan sahabat yang gokil itu lebih dan kepeduliam sahabat itu bertanda dia yang juga peduli berhadap apapun dengan kita.."
BFbDGqqk7wP,"sahabat bukan jaim2 an, sahabat itu yang pernah melakukan hal gila bersamanqar"
BFqRM9-E79o,"alay gaopo pokoke isok seneng mbek kon kabeh:))"
BH9F5CNDTMG,Kurker
BJNOKQEAlZD,"Mending main uang daripada main cewe'"
BL5jpJHAlI9,"Berjalan di jalan yg lurus emang susah tapi emang harus mencoba"
BLYV2LjgrvM,"Sukses bareng lur "
BMnGmw4AFmT,"HBD SIA CREW YANG KE 2 
#SIASAMPEKMATEK"
BMqXqZMAkyY,Kurker
BN56BZggVNh,"Siap ngimamin "
BO7AP00gbU3,"Jalani hidupmu, lupakan umurmu"
BOg76DcgqE-,"Bulan tak pernah meninggalkan bumi bintang tak pernah meninggalkan langit,begitupun dengan aku tidak akan pernah meninggalkan kamu"
-X-bo0pMXL,"nia kecil."
BA3g4VHJMdi,re-
BEdiA4QpMcg,"muekso [1/2]."
BIg75k6BtPp,"susa pol foto kea gini."
BIr_xv3h7AO,"aku ga ada disini bcz ak bkn bee 1.
bodo amat,pokokny kangen"
BJ4-bvUhYGm,#sayhivi
BJPp60gBtCK,"senyum pepsodent ala viko."
BJU12EbBzLH,"anggik kala tinggi sm ak."
BKatm2WBh0s,"smua orang mengalami kehilangan dan suatu saat kita akan menjadi pihak yang harus pergi."
BKUoDhqh6Vx,"halo blabla, seneng pol bs punya shbt kyk kalian g perna jaim sekalipun,lek ngomong frontal&gaktau bener,nggibah as always gapernah g nggibah,bahkan nama group line aj wes bjt pol gabuener & hal"" lainnya yg gabs tak sebutin disini saking banyaknya. pst ba"
BKx75czh8O7,"valen pencitraan dia jinjit."
BL2L7UZBnxZ,"disini kita bahas.."
BLnNlguhjTQ,"berawal dr tatap."
BMLbluLB6mX,"aura pencitraan thx."
BMlROlqhWyV,"hae kawaaand."
BNzCOOKhS-4,"team black&white"
BO12xZoBkW4,"dia berjanji tidak akan pcrn taun ini."
BOhiX6kBWwl,"a friendship better than moneyxxxx"
BPygi74BFLx,"hayo ak yg mn"
BQa22FfhueV,"hbd sayangkuuuh cintahkuuu yg cabe bgt yg kebanyakan hiperbolaaaaaaa,jgn kebanyakan cowo,wish lainx di pc y"
BQu5Uk4gauX,"mau buat feeds aja"
BRVnalFA1Qc,"sebelum kegopohan semua ini terjadi"
BSsI0L6ghQf,"kabutnya sgt tdk mendukung"
BSXe-RyAQhq,"10 taun bosen kzl bt."
BUt3oUSgIwX,"yah beda sendiri bajunya"
BUyBzQugBxK,"smga naik"
_-VHz0JMfb,[1/366]
BOcZBmqAeLG,"Kami ada dan kami nyata warset 19"
BOcZiRtAuFi,"Kami berdiri dengan penuh rasa hormat sehingga bisa sampai saat ini anniversary 3rd warung setan"
BOLaWkuA3wx,"Happy anniversarry 3rd"
BOoCrvzgn9K,"Liburan nya garing :v"
BO_bOYsAbiL,"Jangan suka dateng tiba-tiba
klo cuma sebentar buat berkunjung
lalu pergi lagi @dini_wahyuni23 
#hck"
BPByMGug4fc,School!!!
BPJaxfkAhiC,"Salam kami untuk masa depan warset. 
Est.2013"
BPY3qFYAYm6,"Tertawalah bersama teman karna duniamu tak harus tentang pacar"
BPzDgsxA1kc,"mau sebanyak apapun aku punya temen cewe / sahabat cewe tapi aku tau ko hati aku untuk siapa dan harus pulang kesiapa tetep kamu prioritas aku , iya kamu."
BP_dgRrgXvQ,"Kami suka sekolah tapi kami benci razia"
BQ94iPTgwG4,"Coretan untuk masa depan
#warset
#warungsetan
#saf"
BQna1ingA-S,"Orang jahat tercipta dari orang baik yang di hianati"
BQ_uDrnAr04,"#warungsetan 
#warset"
BRH1fN7gsUp,"Soekarno di era modern"
BRKYakMAEYt,"Kenangan untuk masa depan"
BRQcBEvgqZb,"Tetep gini braykade tong lupdir"
BSxW3pRAr0-,"Muka control ra @aurajasminee_ 
@8.dangeroussss"
BS_GNhfgzhL,"not perfect!!!"
BS_nwKMAWti,"3 bulan ya res mau sebanyak apapun aku punya temen cewe / sahabat cewe tapi aku tau ko hati aku untuk siapa dan harus pulang kesiapa tetep kamu prioritas aku , iya kamu"
BTae0COgA6W,"Nicky tirta - indah cintaku
Maafin suara sama gitar nya amatiran"
BTByqSnALBe,"Bodo amat apa yang mereka katakan yang penting melangkah kedepan, bener ga?? Bener dong"
BTg3vc-gjb_,"Tempat favoritku adalah di dalam pelukanmu"
BTIiNfrAF0k,"Kami muda dan berbahaya "
BTIiZv7ANUD,"Jangan membenciku jika kalian belum bisa melebihi ku"
BTNguW3gERS,"Karena bertahan di antara ke tidak pastian adalah ke bodohan "
BTsXd0oAbqQ,"Jangan pergi dari cintaku kau harus tetap dengan ku Biar semua tau dirimu memang punyaku"
BTWG34Gg90c,"Amatiran
M.E - Inikah cinta"
BTWMqX1gDUg,"Post lagi hehe 
Iseng doang
cherrybelle - love is you"
BTYiEbyAdb-,"Jika nanti aku terlihat baik baik saja tanpamu , percayalah itu hanya sandiwara terbaikku."
BUFtInGglZX,"Lucunya kamu selalu punya alasan untuk membuatku seolah baru kemarin jatuh cinta."
BUHNvD9Afvt,"DRAW STONER!!!"
BUM4PyjAnkc,"120 hari
Lofyu so much
_
_
_
 belum siap"
5WpQ2JIb-T,"Cie stalker sampe bawah"
BAjOMxXob6d,"Konco gak harus mewah#7a"
BGWqSpXIb8Q,"Konco gaisok di tuku nggawe duek :))(1/1)"
BIfRI7mgLzd,"Lelaki kardus"
BJ-VQivAv0o,"#nakalnya sekarang suksesnya belakangan"
BJ2iz6dA1TX,"#Pasukan wani uts"
BJK3Ge7gG0h,#nocapt
BJSkcMOAHu4,"#gapapa nakal yang penting sukses (3/3)"
BKpvJtcgHJ6,"#will never die"
BL07CBBh1mb,#tbtbtb
BLgDPQGBrYd,"No capt(1/3)"
BLi6iAfBvIn,"Bikin kami puas(2/3)"
BLOMyxZBeyv,"#tosca day"
BLtChb5BqQE,"No capt(3/3)"
BL_OkcDhqUM,"Bangga mengawal mu he pahlawan 
Bangga bisa bersama mu kawan
Berjuang meraih kemenangan
Demi sebuah kehormatan"
BMloR9hBhgy,"Pejantan tangguh(1/2)"
BNjejGaBG1h,"Partner in crime(2/2)"
BNrUkLyhCOz,#tbtbtb
BOsIwzAB63Q,"Hbd ma
Panjang umur
Sehat selalu 
Banyak rejeki
Tunggu anakmu sukses ma"
BQiOGLPjXEW,"“Aku rindu. Dan kamu harus selalu tahu itu.”"
BQXqgJXjzOb,"Young wild and free"
BUrLiXcB0Cx,"Pria punya selera"
BIHk9UQg_W3,"Kenyamananku bersamamu sayang."
BK8jdsrBUcM,"Cie ngestalk bawa bgt y"
BNRdfnEB3G7,"Inginkan lagi."
BNZF0hhhvWM,"Ngik nguk"
BSDS_pZhF2u,dlsn?
BSTobxGBzlV,Subhanallah
BUd0gGNBz3u,ueeq
BBt9cGkBZw5,#dikelaskurangkerjaan
BCxVO97BZzg,"Gerhana Matahari Total"
BDqD2zzhZzY,"Ice cream waffle"
BDuf82ahZ3_,#theerey
BDx0cjaBZ4_,PYRO??????
BE3djD5hZ-z,"#civilwar #sadis #seru #keren #Wintersadis #Kasihanironman #kasihancapitainamerica #Hydrasadis"
BE3L1rOhZwW,#latepost
BFEQ87EBZzx,#ngenest
BJ2J7CxDbYm,"Masa Hani imut"
BJz9ViyDYJh,"Hani mode on"
BL3E8XKj17q,#latepost
BLVgFE0jO4N,"Daddy dan Kakak Sulung"
BMItpkQDZ2n,#latepost
BRewZDjAcfV,"???#SongJoongki #songhyekyo #descendantsofthesun #songsongcouple"
BRUkeWugsBh,"??#SongJoongki #descendantsofthesun #jingoo"
BS2j0eIgMIr,"Big boss and wolf"
BSAp8m-Ajo-,#latepost
BTduHItgFdb,"Sanha =Me, Moonbin=@keyliya89"
BTdvDMuA8Gy," Sehun"
BTvM3e-g9CJ,"Nemu di wattpad"
BU012nCgTDr,#bama2017diamondedition_exo
BU1DCZ1AQD-,#bama2017diamondedition_exo
BU5fMtUA04_,"EXO in Dream Concert 2017 (2) #bama2017diamondedition_exo"
BU5Gk4jA6r3,"Exo in Dream corect 2017"
BUHcVi3AJQn,"#astro #sanhaastro"
BUnZ_B_A4Pr,"EXO OTD12"
BUp9yb-gOPy,"Selamat ulang tahun bunda "
BUqrpkEgW_v,"Abaikan muka saya and late post"
BLOQNLAgIgJ,"Tosca Mania -1971-"
BLyEhm4A0Yf,"friendsforlyf
-
-
-
-
-
 : @faridddh"
BMiimPOD9aD,"Biarkan kita sukses dengan cara kita sendiri "
BML2yjVgj8h,"i wanna shoot you"
BO7ja3iAiEt,#boom
BOSQr-2ABjw,"heran aja, sudah dari kecil belajar jalan tapi tetep aja jatuh dihati kamu."
BQiUxwmjSS2,"be yourself."
BQxeeY4Dafa,"faded.
: @taufikks7"
BR-lvJaDh4s,"best friend is the only drugs i need"
BRx5cqhj1kY,"hello semesta"
BRzdlj5jlcm,"Don't downgrade your dream to match your reality. Upgrade your faith to match your destiny."
BSoDfySjL0Z,"Kamu adalah ketidakmungkinan yang selalu aku semogakan."
BSS1_JWDocd,"hargai sebelum pergi."
BT3wjxGDbdm,"menjadi tua itu pasti, menjadi dewasa itu pilihan.
: @taufikks7"
BTB7MhcjYSu,"percayalah kamu itu manis, tanpa pemanis buatan"
BUbrpJRjYMD,"Diantara 19 orang ini, pasti sudah ada yang tidak perjaka"
BUtuh_1DcOj,bruh
BUUAxU2jNZ8,"FRIENDSHIP not FRIENDSHIT."
BUWChQHjdPX,"Saking nyaman nya jadi lupa kalo aku cuma peran pengganti kalau peran utama nggak ada :)"
BUY9uUAjH2r,"Vitamin sea"
BA4QaBpRFkY,"sabahat setia memang sulit dicari, namun sulit juga untuk ditinggalkan bahkan sangat sulit untuk dilupakan"
BCUz2WNRFmx,"#nocaption #oldphoto"
BGwMWXuxFh4,"yoiki konco seng asik????"
BIXXahIhmtE,"Suksess barengg yo lurr"
BJ7vFhPB57V,": @reksdaninzia"
BKp-536BCnR,"""Keep It Mello"""
BL51xFtAq5k,"Untuk apa melihat kedepan apabila yang dibelakang masih lebih baik"
BLYXYKUAjhl,"Sukses barengg lurr???"
BMoNfXWg2fk,"manis manja arogan"
BMszjQRgrby,"Orang gagal selalu fokus pada masalah, sedangkan orang sukses selalu fokus pada solusi"
BO9_wwUjmob,"Est 2015"
BOMlmX5Anfz,"Yooo gue udah siap bro"
BOWsSgTAoxU,"Ijen swante"
BQ0FVOsBH1C,"no matter what happened
i'll keep riding"
BUTi59nBGZK,"little thing that make me happy"
BGPG7bvtvip,"Reborn...!!! Selamat berjuang Kawan-Kawan Ku"
BKQdPNGAt1z,"Apa Adanya."
BLD9ibpg3m2,"Malang
#Jatim
#latepost"
BLlb64kAeTR,"P E N J E L A J A H

#supermujahidcamp"
BOeGAjegTsr,Pegel.
BOhHUy7gk8b,"Dari Kami Untuk Indonesia.

#karahfootballclub"
BOpJGiOgTQ9,"No Caption."
BOrHT2Gg4bs,"Losss.
.
.
#bonekoriginal"
BOZ3OBSgMsd,"Terima Kasih Atas Kerja Samanya lur.
#FAA2016 "
BOZQEh4g_r-,"Kalah Menang Itu Hal Yang Wajar.
#FAA2016#SowakF.C"
BO_KuAUAH2w,Child...
BR1nQs9FM4L,"Tiga Semprul Mencari Hiburan.
.
.
.
#jogja#istimewa#ayo#dolen#ugm#latepost"
BRYVA-ulh2l,"No caption.
.
.
.
#se#smaluq#gotojogja
#ugm#ayodolan"
BSpOGmBF0Il,"Santai Dulu...
.
.
.
#batu##tugas#dakwah#enjoy"
50T70MA6Qa,"Pakuwin city"
50UGSMg6Q7,Asramaku
50UWCDg6Rc,"Teman seangkatan"
5kaRyeA6UL,Reborn
5kW-Dpg6cH,"Liburan dipantai"
5uFjENA6Sz,Tp
BCKyU9oA6VF,"Bolang mencari ilmu"
BFpfHOMg6dR,"Nakal sitik wae"
BFpfVqsg6d3,"Adventuure in desa"
BFqNRu_A6R5,"a NYIIEESS.... Buriri"
BFr5hbxA6Zp,Mainkan
BFsHM7ng6YU,"Bermain ombak pantai"
BFsN7iEg6X1,Mainkaan
BFsPTb_g6ag,"Gk lali aku"
BG-K4IvA6QW,"Kepingin nak kono maneh di.."
BG-XBGpA6br,"Gk suwi neh.."
BGhE2POg6Zx,"Gak penting danem. Seng penting weeteeng warek ati seneng"
BGhOoQFA6VW,"Tak lama tak apa . Yang penting nemaninku (gara2 kecoak gk suwi . Dafuk ancene)"
BGO91cgA6X9,"Jek inget ta"
BGOhPlQg6Yk,"Musik yang indah"
BGOWxA6A6XJ,Besook
BGQEqpOg6Wn,"Harus kurelakan walau terasa berat."
BH-z4_yDSq6,"Seng skolah saiki .. tak dungakno suksses ae.. "
BH1yODYDGyW,Gendeng2an
BH1Z6zpD4XI,"Nek pakuwon ngombe tok.. ambek hpan"
BH2AjHPDD-g,"Santai tak bisa dibuat serius.. karna serius tak boleh santai.. waktu terus berpindah kedepan. Melangkah mundur tak ada harapan. Hanya bisa menatap .... dan tercengang."
BH66Lw-jdRt,"Tak tunggo i ... 3 tahun maneh.. kurang setia opo aku mbek kon

#hidayatullahsurabaya"
BHk34dwDINr,"Wes... mari ngalakno juara dunia... maringene ngalakno sang mega bintang

#france"
BHmtgxrDqKh,"#kpu
#indonesia"
BHpITNMDRG3,"Ooh... iki a koncoku engkok... paham2.. #smaluqmanalhakim
#friends"
BHqOeBQDMnI,"Final ngkok bengi.... #france
#euro2016 
#antoniegriezmann"
BHUXnB0DK8k,"Saat bintang berpencar mencari jalan. Tuk menderangi alam. Saat aspal terlindas centi demi centi tuk melangkah kedepan. Daun tua mulai menggugurkan diri sendiri. Meski hanya ditemani dinginnya malam

#katabijak
#gawetemansengapikan"
BHUYASajg2z,"Kelam kembali padam. Butuh sepercik api tuk mengembalikan kenangan. Sedikit rasa yang hilang meski banyak menyisahkan keraguan. Sinar kekompakkan terus berjalan dari generasi yang akan datang sampai akhir waktu yang menentukan"
BHUYs7wDmYW,"Pergi. Kembali. Dan datang. Kata yang tak lepas dari sudut pandang pertemanan dan sifat kearoganan. Berjuang menembus gelapnya koridor dendam. Dan membuka pintu kesabaran untuk hasil yang memuaskan"
BHW8_yNjrqc,"Tamat riwayatmu deess.... kakeyan gaya kon iku . Dijewet ae combe. Lanang po wedok"
BHwHD1LDfQh,"Budal pedak an onok kancane... moleh numpak bis ra enek

#back
#mudik2016"
BHx8057D9m9,"Nganggor nak omah... seng dolen ndang rene.. sepi omahku"
BHYDdkrDpjN,"Butuh perjuangan melawan segala rintangan yang diterpa ditengah jalan. Tubuh beringsut memudar tuk pengorbanan . Dalam sebuah arti kerukunan diritual tahunan
#mudik"
BHyikavDjJ7,"Kowa kowon nek ngarep theater"
BHzjpJaD36e,"Mbek arek2 bek warkop iku tibakno seru...
@falah
@yusufs.
@husaini"
BHzL1cEDtRr,"Digarai nek bangku mburi ambek uwong... dijak nek njobo gk onok .. gennah ae.. garai film lucu dadi mangkel... lanang opo wedok kon
#jaktukaran
#wedian"
BJFosC9jdBt,"Gk bakal lali mbek arek mbiyen

#raffiahmad 
#lionelmessi 
#smaluq"
BJmGWtijOY-,"Saat ku terjatuh...
Dan tak bisa bangkit..
Saat ku terpuruk ...
Dari kebosanan ini.. Mencoba meluapkan waktu demi keyakinan ini..."
BJQOTOjDo9k,"Sengaja gak tak hitam putihno. Ben warna biru ne ketook an

#smaluq
#lionelmessi 
#cristianoronaldo"
BMONqoUgNxm,"Assemble ketua klompok
#Latepost"
BJClj7gjuo2,"Nocapt.
-
-
-
-
-
-
-
Photo by: @bayulambangg"
BMjH9wNAIww,...
BMoOkEJg_-U,"satu belum cukup"
BPmn6OLlyO5,semak2
BPUvumbF25m,"jaman kapan iki?"
BTuLkWBhVsy,tb.
BUcODIxh49A,"no capt"
BUOs1PPh0O7,"my girl"
BUZ1ADeBT0W,"HIDUP itu di buat santai aja, tapi jangan terlalu santai nanti di bantai?"
BN3IthmDSls,"Hari minggu kuh kerja terosss
#hrd"
BN718OXDZia,"Senyum pagi 
#hrd"
BNaSHhpjIkZ,"Pagj
#hrd"
BNaSt-RjfFZ,"Pagi
Masih mau tdor lagi"
BNMH5ZCD3Y_,Ok
BNMI-xEj7M0,"Pin bull"
BNMI4-UDZS2,"Gelora sriwijaya"
BNMIwYgDZhp,"Nunggu angkot di ampera"
BNmPDT8jGGe,#hrd
BNmTWFAjESY,"Jangan anggap remeh akuh ya.sempat kenal cwek kayak kamu langsung akuh lamar 
Kelar hidup kamu
Hahahaaa
#hrd"
BNOS6-ajbZy,#hrd
BNOSnj7jyYr,"Club baru palembang KAM FC
sumatra selatan palembang"
BNOSSqaDdRK,"Yoko orlando sitorus.
Hanafi ramadhana
N'tree fc sumatra utara"
BNOSuGHjE1k,"Hanafi ramadhana
Dedek"
BNOSZLNDe38,"N'tree fc"
BNOTIKmDZlL,#hrd
BNOTT1Kj1-o,"Abang bawak alat berat dek.adek mau abg bawak juga
Hahahaha 
#hrd"
BNOVogED_Wa,#hrd
BNOWsg_Dg98,"Orang medan ni abg"
BNt7sjuDPEj,"Dengar.baca.dan rasakan
#hrd"
BNt9iPtDSdw,"Bertopeng
#hrd"
BNvDMK9j-W8,"Senyum pagi katanya
#hrd"
BNVKK0wj3CS,Aisya
BNW0fyoj9NT,#Hrd
BNW0Yx3DIfT,#Hrd
BNW7135Ddob,"Kereasi baru bolu batik"
BNW_MuoDto8,"Bolu batik"
BNxdlSXjFC7,"Jangan di pndangin aj.senyumin terus doain
#hrd"
BN_383ajJRr,"Makan bareng"
BN_4bacDorn,"Kakak2 piring nya blom abis 
Sayangg x kalok di sisain
Hahaaa"
BN_4HFfD5L5,"Kapan kumpul bareng lagi"
BN_4lfcj8-N,#hrd
BN_4QQ9jRRf,"Kak iftah"
BOS0j37jmKD,"Selamat hari ibu
Sehat sehat di sana ya mak
Amin"
BPq6038jpMN,"Maskeran dulu pgen coba
Mana tau berubah jadi pangeran"
BPYuhUZDa6m,"Neropong masa depan"
BR3Nz7ahy7H,"Akuh gak baik dan  gak sempurna.tapi bisa buat kamu tersenyum di setiap saat kok"
BR4JjSnhGU7,"Pagi ini bgun cepat
Biar bisa liat senyum kamu di pagi hari
Assyik
#pagi buta"
BR7A_1BhPKy,"Ada gajah di balik batu
Tapi akuh di balik hati mu..!!"
BR8qmgHh3QA,"Isi minyak mentah yg udah jdi"
BRhAPpxBhcm,"Ulang tahun ke 23 makin tua aj ni.tapi mash suka sama yg nama nya minion apa lagi pas kue minion gini
Hahahaa"
BRqrY6vhpSO,"Telangu 258 palembang"
BRr2hZHBJMW,"Hei kamu.bahu kuh siap kok untuk buat sandaran diri muh 
Eeeeeeaaaaaaaa
Hahaha"
BRr2u-Wh3ay,"Pejuang waktu"
BRZX1yZhEjc,"Gambar nya aj dulu 
Nnti baru ke paris nya"
BS8FvVxlRH-,"Mana suara nya smkn1 PST medan.moga lulus semua nya.
Amiin kan bersama"
